rank	stem	stemLen	isWord	track	score	value	gainPar	gainAlpha	deadPoints	effort	studyItems	newWords	owned	learning	unknown	familySize	branches	presentShare	presentGames	enumerability	enumerabilityObserved	enumerabilityFindable	enumerabilitySource	cueable	coherence	residual	deadBranches	deadExposure	scoreStandalone	learn	why
370	SLOT	4	True	alpha	0.69039	1.9883	0.71204	1.2255	0.25386	2.88	2	2	3	2	14	14	22	0.031414	90	0.66024	1.6778	0.76203	calibrated	False	0.5712	115.55	58	0.1475	0.69039	SLOTH SLOTS	SLOT- is on 3% of your boards; you already own 3 of the 22 words on it (14 of them extend the stem's own path), so the rest cost little; the queue wants SLOTH, SLOTS (1.9 points a game between 2 words); enumerability 0.8 is below the band, so it is a study item and not a board cue.
371	MORA	4	True	alpha	0.68988	1.5729	0	1.5121	0.30425	2.28	1	1	7	15	55	76	101	0.046771	134	2.8626	3.5672	3.3039	calibrated	True	0.52997	1678.4	53	0.11873	0.68988	MORAE	MORA- is on 5% of your boards; you already own 7 of the 101 words on it (76 of them extend the stem's own path), so the rest cost little; the queue wants MORAE (1.5 points a game between 1 word); enumerability 3.3 is inside the 2-6 band, so it also works as something to scan for on a board.
372	MEER	4	True	par	0.68956	1.5722	1.5318	0	0.20205	2.28	1	1	3	3	22	22	43	0.028272	81	1.7394	1.6173	2.0075	calibrated	True	0.57734	948.64	56	0.13044	0.68956	MEERS	MEER- is on 3% of your boards; you already own 3 of the 43 words on it (22 of them extend the stem's own path), so the rest cost little; the queue wants MEERS (1.5 points a game between 1 word); enumerability 2.0 is inside the 2-6 band, so it also works as something to scan for on a board.
373	NIC	3	False	par	0.68645	2.5124	1.6601	0.51823	1.6706	3.66	3	3	8	49	571	722	972	0.10087	289	3.7568	5.4844	5.4844	observed	True	0.39092	6549.4	57	0.30229	0.68645	CINE GENIC SONIC	NIC- is on 10% of your boards; you already own 8 of the 972 words on it (722 of them extend the stem's own path), so the rest cost little; the queue wants CINE, GENIC, SONIC (2.2 points a game between 3 words); enumerability 5.5 is inside the 2-6 band, so it also works as something to scan for on a board; 57 dead affixes worth 1.7 points a game in avoided misswipes at the current weight.
374	PAD	3	True	par	0.68472	2.5061	1.9586	0.48866	0.29408	3.66	3	3	4	16	123	185	243	0.0363	104	2.9999	3.6827	5.449	calibrated	True	0.40656	2310.6	58	0.14787	0.68472	SPADE PADRE DAPS	PAD- is on 4% of your boards; you already own 4 of the 243 words on it (185 of them extend the stem's own path), so the rest cost little; the queue wants SPADE, PADRE, DAPS (2.4 points a game between 3 words); enumerability 5.4 is inside the 2-6 band, so it also works as something to scan for on a board.
375	MIL	3	True	par	0.68386	3.9801	4.4209	1.0419	0.32095	5.82	6	4	22	30	216	387	474	0.064921	186	5.5789	7.129	10.134	calibrated	False	0.40653	2826.8	47	0.090235	0.94966	MILD MOIL SLIM LIMO MILER SMILE	MIL- is on 6% of your boards; you already own 22 of the 474 words on it (387 of them extend the stem's own path), so the rest cost little; the queue wants MILD, MOIL, SLIM (5.5 points a game between 6 words); enumerability 10.1 is above the band: study it, but do not hunt for it, there is too much under the stem to check.
376	TENSO	5	False	alpha	0.68186	1.5546	0	1.466	0.44336	2.28	1	1	5	7	16	8	30	0.026527	76	1.0655	1.2895	0.98433	calibrated	False	0.67336	1618.2	57	0.30507	0.68186	TENSOR	TENSO- is on 3% of your boards; you already own 5 of the 30 words on it (8 of them extend the stem's own path), so the rest cost little; the queue wants TENSOR (1.5 points a game between 1 word); enumerability 1.0 is below the band, so it is a study item and not a board cue.
377	DDER	4	False	par	0.67763	1.9516	1.8754	0	0.38098	2.88	2	2	12	26	93	147	194	0.022339	64	3.3322	4.7031	3.8459	calibrated	True	0.55774	2352.6	56	0.3113	0.67763	ODDER ADDER	DDER- is on 2% of your boards; you already own 12 of the 194 words on it (147 of them extend the stem's own path), so the rest cost little; the queue wants ODDER, ADDER (1.9 points a game between 2 words); enumerability 3.8 is inside the 2-6 band, so it also works as something to scan for on a board.
378	DOI	3	False	alpha	0.67624	3.2459	0	3.0431	1.014	4.8	2	2	0	6	41	53	66	0.058988	169	1.1402	2.142	2.0711	calibrated	True	0.42296	860.7	56	0.31376	0.67624	DOITS DOIT	DOI- is on 6% of your boards; you own none of the 66 words on it yet; the queue wants DOITS, DOIT (3.0 points a game between 2 words); enumerability 2.1 is inside the 2-6 band, so it also works as something to scan for on a board; 56 dead affixes worth 1.0 points a game in avoided misswipes at the current weight.
379	HEL	3	False	alpha	0.67477	4.0891	1.3166	2.4724	1.5007	6.06	7	7	9	18	294	438	530	0.10052	288	3.4458	4.6597	4.6597	observed	True	0.39976	4267.5	52	0.27249	0.67477	HOLE HELOS HELOT HELP HELD HELO HELM	HEL- is on 10% of your boards; you already own 9 of the 530 words on it (438 of them extend the stem's own path), so the rest cost little; the queue wants HOLE, HELOS, HELOT (3.8 points a game between 7 words); enumerability 4.7 is inside the 2-6 band, so it also works as something to scan for on a board; 52 dead affixes worth 1.5 points a game in avoided misswipes at the current weight.
380	EOIL	4	False	alpha	0.67353	2.5594	0	2.4581	0.5067	3.8	1	1	0	3	8	4	11	0.02897	83	0.63521	1.494	0.73314	calibrated	False	0.63452	672.73	59	0.31925	0.67353	REOIL	EOIL- is on 3% of your boards; you own none of the 11 words on it yet; the queue wants REOIL (2.5 points a game between 1 word); enumerability 0.7 is below the band, so it is a study item and not a board cue; 59 dead affixes worth 0.5 points a game in avoided misswipes at the current weight.
381	RALE	4	True	par	0.6728	1.534	1.4237	0	0.55147	2.28	1	1	5	7	37	28	57	0.068063	195	0.56088	1.2154	0.64735	calibrated	False	0.50164	158.78	59	0.14789	0.6728	RALES	RALE- is on 7% of your boards; you already own 5 of the 57 words on it (28 of them extend the stem's own path), so the rest cost little; the queue wants RALES (1.4 points a game between 1 word); enumerability 0.6 is below the band, so it is a study item and not a board cue; 59 dead affixes worth 0.6 points a game in avoided misswipes at the current weight.
382	SEIN	4	False	alpha	0.66774	5.2084	0	10.057	1.2483	7.8	5	2	0	6	31	14	40	0.082723	237	1.3485	2.0084	2.0084	observed	True	0.59853	2475.4	53	0.27545	1.3213	SEINE SEINED SEINER SEINES CASEIN	SEIN- is on 8% of your boards; you own none of the 40 words on it yet; the queue wants SEINE, SEINED, SEINER (10.1 points a game between 5 words); enumerability 2.0 is inside the 2-6 band, so it also works as something to scan for on a board; 53 dead affixes worth 1.2 points a game in avoided misswipes at the current weight.
383	DRAP	4	True	par	0.66367	1.5132	1.4952	0	0.089666	2.28	1	1	3	16	47	33	75	0.016405	47	2.0677	2.617	2.3865	calibrated	True	0.55786	2439.1	50	0.099766	0.66367	DRAPE	DRAP- is on 2% of your boards; you already own 3 of the 75 words on it (33 of them extend the stem's own path), so the rest cost little; the queue wants DRAPE (1.5 points a game between 1 word); enumerability 2.4 is inside the 2-6 band, so it also works as something to scan for on a board.
384	GLE	3	False	par	0.66311	4.2572	3.6532	0.41717	0.93372	6.42	7	7	15	93	463	609	835	0.062478	179	7.9048	10.296	14.358	calibrated	False	0.42162	6042.2	53	0.27278	0.66311	GOLE INGLES LOGE OGLE LENG GLEI ARGLE	GLE- is on 6% of your boards; you already own 15 of the 835 words on it (609 of them extend the stem's own path), so the rest cost little; the queue wants GOLE, INGLES, LOGE (4.1 points a game between 7 words); enumerability 14.4 is above the band: study it, but do not hunt for it, there is too much under the stem to check; 53 dead affixes worth 0.9 points a game in avoided misswipes at the current weight.
385	OAR	3	True	par	0.66164	5.4387	10.479	0.24165	1.161	8.22	10	5	4	46	193	248	363	0.19023	545	3.3576	4.4881	4.4881	observed	True	0.40054	1917.1	49	0.11141	1.3324	HOARSE HOARD HOARS BOAR HOAR SOARES SOARED OSAR HORA HARO	OAR- is on 19% of your boards; you already own 4 of the 363 words on it (248 of them extend the stem's own path), so the rest cost little; the queue wants HOARSE, HOARD, HOARS (10.7 points a game between 10 words); enumerability 4.5 is inside the 2-6 band, so it also works as something to scan for on a board; 49 dead affixes worth 1.2 points a game in avoided misswipes at the current weight.
386	INN	3	True	par	0.65749	3.4716	12.499	2.3651	0.50038	5.28	6	3	9	52	183	334	400	0.075742	217	3.49	6.2028	6.2028	observed	False	0.41729	4042.4	51	0.12058	2.8342	INNER INNERS LINNS INNED INNS DINNA	INN- is on 8% of your boards; you already own 9 of the 400 words on it (334 of them extend the stem's own path), so the rest cost little; the queue wants INNER, INNERS, LINNS (14.9 points a game between 6 words); enumerability 6.2 is above the band: study it, but do not hunt for it, there is too much under the stem to check; 51 dead affixes worth 0.5 points a game in avoided misswipes at the current weight.
387	REPO	4	True	par	0.65404	1.4912	1.4402	0	0.25483	2.28	1	1	17	23	107	85	180	0.033159	95	2.7895	3.6737	3.2195	calibrated	True	0.51845	1642.1	57	0.14027	0.65404	REPOT	REPO- is on 3% of your boards; you already own 17 of the 180 words on it (85 of them extend the stem's own path), so the rest cost little; the queue wants REPOT (1.4 points a game between 1 word); enumerability 3.2 is inside the 2-6 band, so it also works as something to scan for on a board.
388	WEL	3	False	par	0.64796	1.9828	1.9211	0	0.30847	3.06	2	2	6	37	150	283	341	0.044677	128	4.4132	4.8672	8.0161	calibrated	False	0.41379	3250.7	52	0.12603	0.64796	SLEW WELT	WEL- is on 4% of your boards; you already own 6 of the 341 words on it (283 of them extend the stem's own path), so the rest cost little; the queue wants SLEW, WELT (1.9 points a game between 2 words); enumerability 8.0 is above the band: study it, but do not hunt for it, there is too much under the stem to check.
389	TSA	3	False	alpha	0.64769	2.6426	0	3.7373	3.3874	4.08	4	3	4	17	92	82	142	0.20105	576	1.171	1.6372	1.6372	observed	False	0.41973	1110.8	58	0.30754	1.0821	TSAR TSARS TSADE TSADI	TSA- is on 20% of your boards; you already own 4 of the 142 words on it (82 of them extend the stem's own path), so the rest cost little; the queue wants TSAR, TSARS, TSADE (3.7 points a game between 4 words); enumerability 1.6 is below the band, so it is a study item and not a board cue; 58 dead affixes worth 3.4 points a game in avoided misswipes at the current weight.
390	ROUT	4	True	par	0.64754	1.4764	1.4417	0	0.17316	2.28	1	1	20	22	97	86	164	0.034904	100	3.6249	4.82	4.1838	calibrated	True	0.54197	2494	49	0.090553	0.64754	ROUTS	ROUT- is on 3% of your boards; you already own 20 of the 164 words on it (86 of them extend the stem's own path), so the rest cost little; the queue wants ROUTS (1.4 points a game between 1 word); enumerability 4.2 is inside the 2-6 band, so it also works as something to scan for on a board.
391	TARE	4	True	par	0.64474	1.8569	1.0728	0.52356	1.3027	2.88	2	2	24	20	73	41	121	0.19546	560	1.8675	2.5661	2.5661	observed	True	0.54615	659.61	57	0.12165	0.64474	TARED ASTARE	TARE- is on 20% of your boards; you already own 24 of the 121 words on it (41 of them extend the stem's own path), so the rest cost little; the queue wants TARED, ASTARE (1.6 points a game between 2 words); enumerability 2.6 is inside the 2-6 band, so it also works as something to scan for on a board; 57 dead affixes worth 1.3 points a game in avoided misswipes at the current weight.
392	IPS	3	False	par	0.64463	5.763	9.4903	0.88311	1.1815	8.94	10	7	5	21	224	266	401	0.073997	212	3.5465	4.7217	4.7217	observed	True	0.4069	2851.7	53	0.29143	1.1868	SNIP SPIN TRIPS SPIT PISH RISP SIPS SHIP MIPS SPIM	IPS- is on 7% of your boards; you already own 5 of the 401 words on it (266 of them extend the stem's own path), so the rest cost little; the queue wants SNIP, SPIN, TRIPS (10.4 points a game between 10 words); enumerability 4.7 is inside the 2-6 band, so it also works as something to scan for on a board; 53 dead affixes worth 1.2 points a game in avoided misswipes at the current weight.
393	ILLS	4	True	par	0.64442	1.4693	1.3962	0	0.36554	2.28	1	1	7	19	45	124	139	0.023386	67	3.8902	4.403	4.49	calibrated	True	0.54981	1074.5	49	0.28531	0.64442	NILLS	ILLS- is on 2% of your boards; you already own 7 of the 139 words on it (124 of them extend the stem's own path), so the rest cost little; the queue wants NILLS (1.4 points a game between 1 word); enumerability 4.5 is inside the 2-6 band, so it also works as something to scan for on a board.
394	REM	3	True	alpha	0.64323	5.1716	1.4617	3.4917	1.0904	8.04	10	10	40	55	467	508	813	0.14555	417	5.1895	5.4173	5.4173	observed	True	0.39525	4537.6	56	0.13674	0.64323	TERM HAREM PREM REMAN TREMA CREM TREM TREMS REMS PERM	REM- is on 15% of your boards; you already own 40 of the 813 words on it (508 of them extend the stem's own path), so the rest cost little; the queue wants TERM, HAREM, PREM (5.0 points a game between 10 words); enumerability 5.4 is inside the 2-6 band, so it also works as something to scan for on a board; 56 dead affixes worth 1.1 points a game in avoided misswipes at the current weight.
395	REAP	4	True	par	0.64222	1.4643	1.4229	0	0.20659	2.28	1	1	5	6	28	26	52	0.030716	88	0.92076	1.5114	1.0627	calibrated	False	0.52253	646.63	53	0.12276	0.64222	REAPS	REAP- is on 3% of your boards; you already own 5 of the 52 words on it (26 of them extend the stem's own path), so the rest cost little; the queue wants REAPS (1.4 points a game between 1 word); enumerability 1.1 is below the band, so it is a study item and not a board cue.
396	TEA	3	True	par	0.63881	9.7738	32.465	12.067	1.7645	15.3	20	10	93	104	440	358	747	0.32705	937	5.4858	7.0331	7.0331	observed	False	0.41017	2070.8	49	0.098477	2.9336	STEAD SETA TEATS STEAL SATE META MEAT ARET STEARIN ETAT RETEAR TAEL TEAED STEAM TEACH TEARY OSTEAL KETA ETAS STEARD	TEA- is on 33% of your boards; you already own 93 of the 747 words on it (358 of them extend the stem's own path), so the rest cost little; the queue wants STEAD, SETA, TEATS (44.5 points a game between 20 words); enumerability 7.0 is above the band: study it, but do not hunt for it, there is too much under the stem to check; 49 dead affixes worth 1.8 points a game in avoided misswipes at the current weight.
397	LIS	3	True	par	0.63523	4.1163	8.657	1.995	3.0329	6.48	8	4	27	68	848	1008	1412	0.17696	507	3.7882	5.789	5.789	observed	True	0.37543	6173.3	56	0.31283	1.7374	LISTEN LISTED LISTS ENLIST PALIS LISTEL LISLE ALIST	LIS- is on 18% of your boards; you already own 27 of the 1412 words on it (1008 of them extend the stem's own path), so the rest cost little; the queue wants LISTEN, LISTED, LISTS (10.7 points a game between 8 words); enumerability 5.8 is inside the 2-6 band, so it also works as something to scan for on a board; 56 dead affixes worth 3.0 points a game in avoided misswipes at the current weight.
398	ETAR	4	False	alpha	0.63099	2.1958	0	5.1054	0.84482	3.48	3	2	7	13	48	38	77	0.048168	138	0.59256	1.9783	0.68391	calibrated	False	0.51583	719.21	59	0.32014	1.5156	RETARD PETARS PETAR	ETAR- is on 5% of your boards; you already own 7 of the 77 words on it (38 of them extend the stem's own path), so the rest cost little; the queue wants RETARD, PETARS, PETAR (5.1 points a game between 3 words); enumerability 0.7 is below the band, so it is a study item and not a board cue; 59 dead affixes worth 0.8 points a game in avoided misswipes at the current weight.
399	ERIS	4	False	alpha	0.63	1.8144	0	1.5082	1.531	2.88	2	2	4	16	199	178	315	0.087609	251	1.2291	1.9402	1.9402	observed	False	0.48442	3006.2	58	0.31898	0.63	CERISE MERIS	ERIS- is on 9% of your boards; you already own 4 of the 315 words on it (178 of them extend the stem's own path), so the rest cost little; the queue wants CERISE, MERIS (1.5 points a game between 2 words); enumerability 1.9 is below the band, so it is a study item and not a board cue; 58 dead affixes worth 1.5 points a game in avoided misswipes at the current weight.
